24137	2
3426	13
29766	7
27507	37
13532	33
18729	43
21587	109
14017	12
32629	8
26201	67
22070	19
14103	336
25668	5
23088	4
2697	52
3927	55
26918	27
26180	18
14516	10
21788	6
30847	9
30864	178
20597	322
8215	167
16306	63
33246	216
28615	259
18049	11
5068	58
8613	36
32804	5
29504	7
33467	21
1238	40
7390	124
844	4
23993	33
12985	3
26966	43
13843	14
25271	193
72	43
34108	58
23446	9
34226	15
17326	14
1518	115
5596	5
2195	342
13867	12
25630	2
3179	62
18394	10
21848	181
14230	84
29564	19
24371	12
5899	2
11445	22
33244	119
2254	300
8978	66
27666	16
349	5
16676	17
8374	224
5004	5
21145	38
4534	20
17610	36
7322	15
17702	7
16505	37
24029	18
24944	83
29390	94
31229	53
1031	88
1843	168
11553	4
32577	60
5600	113
1113	17
23437	27
25203	63
8046	66
25895	47
6911	5
10815	310
3031	39
11352	4
12813	26
5486	814
30151	86
28930	61
3925	13
28046	3
18152	12
28368	4
27526	31
25208	4
26904	16
23987	5
1242	18
2949	6
11706	47
1841	13
7825	181
20635	11
10522	61
20737	39
24901	20
28714	62
335	6
23959	11
22111	2
16304	81
23523	45
18346	9
10000	2
671	45
29202	18
26292	206
32429	4
11280	68
12764	15
10753	10
30121	17
276	147
5969	789
20925	33
11566	31
28919	3
11914	94
31539	383
31266	64
19022	69
11475	210
2293	66
7866	42
4785	10
17695	57
25754	46
31094	22
2712	40
12880	15
17207	10
27513	5
31107	50
32621	11
3746	801
15475	19
11826	180
21022	86
16895	354
4453	43
24520	8
17319	26
5666	668
7038	13
29921	10
34086	555
3322	3
7724	199
24436	28
109	16
25437	136
8418	21
31387	10
17954	423
22197	13
31752	15
16191	35
16364	44
9845	106
8685	3
8119	4
29524	307
19490	72
6208	2
31447	131
3956	18
34097	30
976	896
21129	58
27687	36
25807	90
10231	47
11965	5
30055	17
6787	12
25813	64
1776	75
14372	51
33470	38
10935	16
17840	4
30643	23
15500	55
7677	5
24421	308
12191	97
20617	44
6151	30
16081	3
26435	66
28524	32
29297	133
16521	26
2354	85
16036	5
29737	17
25970	8
10266	107
13568	8
11925	18
31729	175
11961	146
3672	126
14864	18
9833	10
34114	11
13959	42
30060	29
22314	15
11803	3
31606	52
28649	95
27328	48
5468	9
9688	7
14797	8
28339	105
22832	32
17922	14
11973	110
15376	3
8168	2
30533	22
2134	18
26002	3
30717	6
13016	34
17917	21
20079	11
3483	147
10833	18
25921	24
8262	30
9110	69
24459	106
6424	120
22670	24
20028	11
913	82
12685	71
4734	26
4609	35
17501	11
8056	39
27764	56
18019	7
28941	31
1207	18
33409	212
30089	72
10193	4
19505	26
25380	29
14615	42
18178	47
26724	37
22836	175
15118	10
4298	20
22857	13
14146	7
27394	54
2011	104
4502	63
3655	286
31868	2
24122	36
13085	47
18641	279
4192	6
2275	16
24697	12
29700	50
18519	13
10797	185
4231	214
15325	79
9015	9
30611	23
13545	40
21188	340
11229	176
6808	2
3073	7
9740	7
34156	26
4256	22
14314	9
14170	40
5560	691
3400	13
9568	12
33350	11
27636	33
3900	330
22444	8
7015	68
32393	7
32732	253
30844	11
4650	53
32121	9
9572	23
3700	221
31630	25
16564	15
20854	29
25	11
14071	58
11737	121
9590	24
2987	44
166	133
3921	120
7483	835
22397	116
499	22
18267	19
4606	8
9844	6
5462	17
1612	353
7538	33
18411	16
5448	67
5388	29
12809	77
3949	23
31405	206
23860	158
21570	23
33595	4
25054	126
32339	18
14514	3
3134	5
18881	271
111	23
21849	26
29740	6
3153	105
1661	54
2433	41
24077	31
16742	40
20383	10
7313	6
30820	8
15527	5
32853	41
28373	12
16114	11
