3497	205
5574	383
48957	11
6355	49
49100	3
557	326
30581	6
42401	33
13125	195
12831	8
32168	233
34475	0
25479	363
43938	10
42154	3
37884	62
36107	1
32739	7
49000	4
29847	68
10502	18
12006	152
30306	18
680	3
38562	6
21043	33
13236	8
10081	60
50793	10
29825	1
28931	42
16534	158
35007	5
13725	0
3779	2
2674	20
24411	2
18208	15
4516	11
30838	16
16028	25
16605	11
44579	6
24144	88
21083	16
46865	7
48109	119
32985	1
50085	2
32944	1
399	19
41908	11
24377	3
20549	2
11970	1
47043	23
8907	12
21545	2
25188	15
46824	2
11181	10
47497	1
21894	13
4673	18
28636	125
23791	0
2552	3
14622	21
14704	9
43711	15
1051	30
5231	6
18166	2
26576	2
10696	6
33551	13
43329	0
12307	17
1629	57
24263	3
5658	0
29987	46
2579	0
4370	18
50390	15
49774	28
19606	19
3871	16
7264	2
28934	2
1936	17
50845	0
17134	33
5223	14
34388	6
34836	4
26558	5
31842	10
36095	17
3567	6
19412	4
1545	11
20984	6
50219	44
5273	20
37049	5
31969	3
3602	0
9470	2
27175	0
21724	40
40775	0
40289	3
48440	74
20025	20
49585	49
39616	0
10399	60
28707	2
32149	38
4820	38
682	17
5095	7
25849	3
29560	0
20667	29
24815	11
41595	45
23861	8
19006	82
8481	8
2256	6
19401	2
1139	0
1668	4
21015	1
8275	15
49065	3
29447	25
22206	60
7736	22
38563	13
10643	2
40191	9
29782	1
7592	0
51125	35
35917	31
5841	11
31360	0
12657	1
47642	44
5154	1
23892	1
18221	2
34773	0
15744	9
47953	8
7675	8
34398	9
17394	0
43038	5
48302	13
5375	0
49350	2
4040	3
48731	5
19517	10
36640	56
41003	1
13241	20
32980	13
37817	161
26994	3
50406	78
10849	3
16030	40
1775	14
6937	0
31226	11
8094	1
49690	1
27985	94
37025	88
50808	9
40161	11
45733	23
34096	26
6459	11
9980	44
46891	1
48700	44
48647	24
32647	63
21721	0
38978	10
42327	50
505	72
16622	33
37083	13
38520	11
41871	53
14463	2
23726	7
3527	9
36209	0
12143	3
4374	17
31972	6
36446	47
17227	2
25201	1
48204	9
764	9
29518	9
23517	1
33233	0
35188	93
46916	20
43015	60
40480	3
9829	8
43255	70
17584	1
27475	69
50377	61
24880	9
47611	5
37827	0
597	2
39196	2
6258	4
13813	0
17109	0
804	2
43428	0
1878	1
327	2
11567	21
44417	3
47947	2
33000	4
27638	27
31025	2
15416	1
34452	2
29979	27
22503	7
19093	24
15521	2
22938	2
15873	1
16927	2
18312	7
11236	19
47263	1
49839	1
43914	2
28039	10
7945	0
9286	14
40059	2
40855	9
22359	1
8020	1
37787	0
35367	10
6274	2
42027	10
25459	9
14447	7
2364	1
48961	20
27679	1
3511	0
35292	1
13030	3
19549	0
8366	1
8839	5
33988	328
11642	278
51455	3
380	0
18156	5
7046	2
1035	10
18736	8
7548	2
13395	1
47142	13
20233	5
15710	2
23573	22
28537	1
43534	0
4703	21
18942	8
36112	0
7013	5
23784	9
5491	9
47145	0
38916	6
5443	9
30898	1
1080	1
2217	0
2406	2
40032	3
15766	0
13380	4
40277	0
23379	2
14794	1
50944	37
26445	0
21569	140
35077	0
18886	13
28910	0
3259	16
21389	72
20464	0
38156	0
45675	0
7103	11
19422	3
49546	1
35771	1
31750	2
6860	2
6123	0
24217	0
38015	1
49931	0
11699	2
11079	5
15499	1
37039	14
34892	7
39508	0
41602	3
43563	21
3848	1
6741	2
2342	21
42222	8
586	0
42411	6
32785	3
12975	1
50056	1
32996	19
28340	62
11580	7
17533	7
12246	0
15235	47
35732	1
655	5
5661	21
1682	0
9147	28
41319	16
18430	4
39826	20
5157	25
34908	22
6934	11
1278	3
5193	17
9065	52
10966	25
46315	5
1843	39
9103	8
31458	1
9264	1
24275	5
44621	0
12208	1
8084	5
30584	10
868	2
28072	0
12715	17
9368	4
29368	0
1934	3
39433	1
20381	0
20146	12
6004	0
4914	2
49475	0
16821	1
40254	0
46569	3
21605	0
2716	0
14523	5
27641	0
26252	29
23448	6
20241	27
10687	19
45818	2
7035	0
49814	3
7779	4
211	0
7938	1
7217	21
31627	0
17325	63
47856	0
16304	26
36129	19
35263	15
36783	74
11685	0
33994	7
31263	0
5297	0
16985	13
18104	3
42086	2
38100	2
15876	7
26500	3
11960	7
29323	3
16723	11
16114	6
21276	3
2802	1
14582	9
11062	36
12575	3
47829	4
41482	19
31768	2
9982	0
7072	3
46321	4
31557	40
31178	30
35631	4
24551	32
25014	68
40759	3
16620	10
33594	5
10740	8
49797	45
12082	39
22183	0
42095	3
49190	16
23335	0
50581	2
3670	1
16846	2
35853	0
43567	12
5573	0
18666	19
4055	3
27441	2
28302	2
47942	6
43314	0
50268	1
24552	1
36099	0
770	2
36345	1
40713	15
43293	55
4564	0
15061	13
13344	7
16692	19
31376	3
37601	117
76	21
18454	0
42373	26
1127	0
26722	4
20294	37
2512	40
26492	0
37989	20
18462	1
20994	11
8365	16
21818	52
20498	17
22659	1
19388	7
2209	3
30292	2
43080	1
18374	4
35429	232
33521	155
17940	1
21928	3
34296	14
21322	1
29276	4
29601	57
40807	8
28070	15
7308	8
2031	46
12058	5
27596	8
49857	1
28277	1
16385	10
50983	4
25291	2
33609	0
29778	0
40157	2
49260	4
3880	104
11563	33
11163	10
33106	3
3658	36
13939	4
9839	2
37873	3
11982	2
50952	2
34366	3
1705	0
10902	4
6770	12
10680	1
17526	1
43402	0
39174	8
1029	1
26983	1
29114	1
42796	0
13790	1
32895	1
14727	1
2468	0
31154	0
28260	0
50503	4
33494	1
18531	9
44372	48
23650	34
13412	5
8061	12
14099	19
12548	70
18158	28
47048	22
49795	43
48269	56
50632	1
31775	0
25155	25
51470	9
40720	4
1987	2
20458	2
46301	1
34737	3
7989	1
47936	3
20227	13
36639	0
36269	76
34686	0
7566	86
14276	1
21604	0
45728	3
37534	9
18270	16
22685	2
64	2
10888	1
17824	2
43870	0
2131	2
21354	7
7513	8
45361	1
44377	0
1034	0
10515	0
4637	0
13510	0
21088	0
23629	2
13584	1
6808	3
46536	0
11710	0
30361	13
7679	30
36911	0
22536	10
6553	3
45744	0
26502	0
39334	0
39904	6
15145	1
5444	11
10252	1
49389	4
29407	1
15961	122
7310	264
31300	1
1809	0
36810	0
43342	11
19698	13
8616	2
47022	0
37358	1
44000	1
15297	1
32177	3
37214	0
20358	4
18501	1
3005	21
47956	8
18959	2
19636	36
51399	16
37355	9
36065	2
35559	4
104	120
432	41
48483	63
1946	1
26957	121
8157	60
35907	13
12065	43
12384	11
19816	12
40929	4
46083	0
4847	25
41172	19
11280	25
51330	2
3242	11
35904	46
34900	50
40915	7
14183	64
36255	18
6078	26
24609	0
4094	19
1228	12
47397	2
21490	1
33131	4
99	7
422	1
10712	8
40081	5
28664	30
22157	12
930	11
50721	44
7412	1
23541	9
28629	0
23225	3
28283	1
8832	1
46542	27
27134	9
9688	161
43049	38
22607	1
41765	7
22037	65
15313	7
51655	0
20254	2
24069	4
28563	0
36424	18
29095	6
25838	2
43220	0
3694	0
10841	3
36750	1
24505	29
49610	117
7241	60
72	30
14520	0
16180	11
31320	16
7664	1
16273	4
39210	59
28435	0
31453	5
2863	0
19444	4
33662	31
33027	7
8730	0
22733	4
43224	14
36379	0
23068	12
2850	19
14025	0
601	11
40209	5
43698	4
40566	1
32359	1
41131	3
45639	2
18990	0
42244	33
12538	11
